start_x,start_y,end_x,end_y,cluster_id
11632.470771594173,3995.517734618259,11632.08526329053,3995.751604674037,507
11633.017065652106,3996.6458277687266,11634.064456993845,3997.266312823441,508
11634.064456993845,3997.266312823441,11634.67511843671,3997.4969260851094,508
11650.005682450763,4000.4767304298375,11654.391545864033,4005.9019451239838,528
11639.988431370795,3999.1841129157383,11638.47735998036,3998.5800394644443,534
11645.02276156755,3993.369461683971,11644.62218177709,3994.1596678905676,542
11645.540938540675,3996.38413730257,11644.668538095983,3995.5106265973645,545
11637.214856592427,3996.713882376551,11632.836712712973,3996.6263433053546,548
11641.077693623783,4000.067919111541,11641.023011353971,4002.343041065698,561
11634.355721582777,3987.2799693313923,11634.351414874463,3989.3479245554176,572
11641.166834529675,3991.504795826653,11641.110811985425,3992.9533483075975,579
11638.246238389562,3994.8426173289745,11637.612851908654,3997.345184432307,582
11633.331234220155,3999.4405175932734,11634.15636372357,3999.868577230868,583
11634.615164653533,3999.1687559864554,11634.638876065848,3999.7015830550017,584
11634.669399537057,3999.97753225373,11635.77475715162,3999.400222963838,599
11645.422298429809,3995.5508383308397,11645.84116176611,3995.86319253705,619
11645.84116176611,3995.86319253705,11647.381189842516,3997.0591169347817,619
11647.381189842516,3997.0591169347817,11648.006659285093,3997.5471217435743,619
11648.006659285093,3997.5471217435743,11648.296598518882,3997.8735366283404,619
11640.805018923962,3994.0031618305584,11640.353386941853,3995.7211874855566,626
11645.343887248011,3991.0166101937198,11645.090828226075,3991.5698629946364,667
11645.090828226075,3991.5698629946364,11644.308412184811,3992.905882478349,667
11646.276737895543,3998.641385586719,11648.046412058044,3998.784972773712,675
11647.15524100038,3990.8011967374346,11647.178426983828,3991.289510765669,682
11647.178426983828,3991.289510765669,11647.186430548729,3991.718936319821,682
11647.186430548729,3991.718936319821,11647.045070677428,3992.16184844801,682
11647.045070677428,3992.16184844801,11646.86942567441,3992.588272344543,682
11636.075197416212,3993.165029493798,11635.130919525793,3993.807444899461,687
11641.281017376372,3994.665648301578,11641.736677852869,3995.5222836704147,693
11631.609687185857,3989.714586653605,11632.686456915342,3990.4181374434775,704
11641.991026563095,3992.2467442547004,11642.774473147734,3993.632529990844,709
11641.455332043835,3995.8778943582843,11642.907580952584,3996.5463610189445,716
11658.480672226924,4011.6034367551765,11659.158371912716,4011.628812359495,729
11659.158371912716,4011.628812359495,11662.25410980421,4011.6349945834454,729
11647.468003487162,3997.7432949347913,11647.98555331111,3997.4181755640425,740
11647.98555331111,3997.4181755640425,11648.49905950722,3997.358382645757,740
11658.099635400162,4007.94341919776,11658.16934881692,4009.9133414909065,744
11637.342922283957,3998.585378108615,11637.14125174541,3999.456257892976,746
11636.462309383835,4000.0052413271214,11636.87550726195,3999.8171938061496,752
11636.87550726195,3999.8171938061496,11637.489844816264,3999.764666431588,752
11637.489844816264,3999.764666431588,11637.892177969537,3999.8253875456558,752
11636.417719692443,3996.649462148415,11640.029773646826,3996.7479677119286,753
11645.342683696344,3995.4913837743798,11644.582730058954,3997.317804375705,761
11658.731604266624,4011.6052335155314,11666.792640146185,4011.518910996275,762
11636.619151917685,3994.874544569315,11638.365682451236,3994.9006907488765,766
11632.693699129954,3997.551797135955,11632.236708206658,3997.6839578599283,950
11637.869624951565,3984.815383418078,11638.073123411275,3985.2711845927233,794
11636.177913988775,3997.4637098759445,11636.655029913529,3997.5128736651263,799
11636.655029913529,3997.5128736651263,11637.159133192852,3997.5228753483616,799
11651.184731566218,3992.0354229220816,11650.96153136089,3992.897830467218,803
11664.63389078961,4011.6530363944594,11664.59471473677,4012.052687318297,813
11664.59471473677,4012.052687318297,11664.453619396458,4012.788818046951,813
11640.118317071934,3998.7842930000897,11635.069392800197,3998.5878758070717,818
11631.819050887327,3990.4250765573825,11634.439608529721,3990.5755153646996,827
11638.789876418998,3990.6525617371963,11635.288137378915,3990.767320829495,828
11640.47227664776,3995.943255198664,11643.334843549233,3996.0126903644973,835
11643.534360775433,3998.5899575617727,11641.801427560473,3998.7252677314727,836
11641.590121957875,3995.807552900832,11643.696835200804,3996.095546659687,838
11640.971054240215,3994.855323033576,11640.564003419882,3994.7920395518336,839
11640.564003419882,3994.7920395518336,11640.154568608763,3994.8170968237255,839
11640.154568608763,3994.8170968237255,11635.809777807872,3994.3344296797513,839
11635.809777807872,3994.3344296797513,11635.359168147364,3994.2362922244133,839
11645.288549796463,3987.154310512621,11640.949741279459,3985.6488219425173,843
11666.078853490044,4010.4118459590013,11666.292305725996,4011.5217832845115,849
11633.702315499533,3998.602945051268,11635.7350240491,3997.755216238106,853
11636.055886059758,3997.6466517759995,11635.012282448755,3998.3586275597627,854
11642.152099904863,3990.4223269284316,11645.499981851504,3990.538609041094,860
11632.466558129756,3990.0732717016635,11633.376595580492,3991.2712309872595,869
11642.819903531861,4007.0424666963127,11642.438854699667,4007.1741545876876,914
11636.526167474449,3996.5232281302924,11636.952430743684,3996.6241888280033,917
11636.952430743684,3996.6241888280033,11637.398297641927,3996.642563647714,917
11637.398297641927,3996.642563647714,11639.485354690356,3996.686688313544,917
11657.832622685557,4011.5928933511527,11654.884741322687,4010.39633423182,930
11639.483361750461,3996.852841290092,11639.766285781512,3997.2787776378564,937
11639.766285781512,3997.2787776378564,11640.1049688557,3997.8282260369483,937
11638.88414562793,3996.8397975337766,11638.391372019167,3997.589075923943,938
11640.848453389235,4004.866679171828,11641.153219531212,4005.549508650742,940
11642.779694884808,4006.1959310755424,11641.001546839194,4005.6762623721215,941
11629.977449650525,3998.3128696148565,11630.67337320304,3998.2646729507433,961
11653.908227196122,4005.694171076362,11655.289134090308,4008.986619844392,969
11655.289134090308,4008.986619844392,11655.443811683192,4009.435289803128,969
11642.643524182906,4006.771556633407,11642.260926582825,4006.561005808466,1006
11642.260926582825,4006.561005808466,11641.124485187347,4005.8308219793357,1006
11634.763417134558,3998.886883516698,11635.56203236169,3998.7584212037264,1012
11635.56203236169,3998.7584212037264,11636.192773967065,3998.6307190560747,1012
11650.422973931834,4002.5691117317538,11646.595830974225,4002.1249216806127,1019
11658.046428054613,3991.852302805273,11657.173649836657,3991.40480453873,1039
11651.098330553325,3992.100338783947,11649.801033673408,3992.0272578543318,1052
11647.343740415885,3996.3424592760102,11647.793169438239,3996.038651879753,1076
11639.16078445656,3996.774670965535,11635.107421633478,3996.672583538335,1106
11636.329048802592,3998.6088162530546,11637.839850215205,3998.511404177336,1169
11658.38107220875,4010.5441990448485,11661.151974301536,4011.606112498016,1189
11657.885538084665,4004.370587047073,11657.34897466778,4004.080678967148,1193
11657.34897466778,4004.080678967148,11656.673256511609,4003.565332555214,1193
11656.673256511609,4003.565332555214,11656.189270432344,4003.2679087725382,1193
11656.941541831315,4003.8264222255866,11658.253044441244,4007.7179261531874,1324
11636.711949688251,3991.097171888618,11635.435995833584,3991.7497028570547,1366
11635.435995833584,3991.7497028570547,11635.122011886753,3992.052904605215,1366
11636.189838258177,4000.4196041811415,11635.542278899082,4001.3676601115158,1404
11661.025052984904,4011.676232890644,11658.309989545109,4011.6941915903803,1407
11642.483644804717,3998.132668202204,11640.6415513834,3998.165768996396,1487
11635.929216521923,3997.3189783935504,11632.10445135169,3996.943229976089,1525
11640.374912296971,3999.4495936501244,11638.50834240118,3998.7014111125936,1797
